marketing_score,competition_index,customer_satisfaction,purchasing_power_index,store_traffic,jPhone_Pro_revenue,Kaggle_Pixel_5_revenue,Planet_SX_revenue,date,year,month,day,day_of_week,week_of_year,is_weekend,weather_condition_Bad,weather_condition_Good,5g_phase_Early-5G,5g_phase_Mature-5G,5g_phase_Mid-5G,5g_phase_Pre-5G,public_transport_Good,public_transport_Hub,public_transport_Poor
89.34,22.63,64.57,93.47,-1.17,20981.18,31842.79,13767.8,2020-05-18,2020,5,18,0,21,0,False,False,True,False,False,False,False,False,True
89.25,22.17,64.57,93.4,-0.22,26319.52,29000.56,13584.67,2020-05-19,2020,5,19,1,21,0,False,False,True,False,False,False,False,True,False
89.16,21.71,64.58,93.34,0.51,62999.61,33019.14,15614.12,2020-05-20,2020,5,20,2,21,0,False,False,True,False,False,False,True,False,False
89.07,21.25,64.58,93.28,0.16,62146.17,30026.32,18463.58,2020-05-21,2020,5,21,3,21,0,False,True,True,False,False,False,False,False,False
88.98,20.81,64.58,93.21,0.01,70848.94,29737.13,15998.47,2020-05-22,2020,5,22,4,21,0,False,False,True,False,False,False,True,False,False
88.88,20.38,64.58,93.14,0.63,67623.49,37633.71,16700.05,2020-05-23,2020,5,23,5,21,1,False,False,True,False,False,False,False,False,True
88.79,19.97,64.58,93.08,0.03,72893.26,32405.02,20227.85,2020-05-24,2020,5,24,6,21,1,False,True,True,False,False,False,False,False,False
88.69,19.57,64.59,93.01,-0.3,55349.68,24954.79,14124.68,2020-05-25,2020,5,25,0,22,0,False,True,True,False,False,False,False,False,False
88.59,19.19,64.59,92.94,-0.8,43132.16,26522.62,14699.12,2020-05-26,2020,5,26,1,22,0,False,True,True,False,False,False,False,True,False
88.49,18.83,64.59,92.87,0.02,52373.57,24736.2,15348.25,2020-05-27,2020,5,27,2,22,0,False,False,True,False,False,False,False,True,False
88.39,18.5,64.59,92.8,0.87,56297.88,25326.98,13377.45,2020-05-28,2020,5,28,3,22,0,False,False,True,False,False,False,False,True,False
88.28,18.18,64.59,92.73,-0.08,56187.21,28997.15,15188.89,2020-05-29,2020,5,29,4,22,0,False,True,True,False,False,False,False,False,False
88.18,17.89,64.6,92.65,-0.65,70997.05,29504.5,20800.65,2020-05-30,2020,5,30,5,22,1,False,True,True,False,False,False,False,True,False
88.07,17.63,64.6,92.58,0.25,64452.39,30011.85,19103.21,2020-05-31,2020,5,31,6,22,1,False,False,True,False,False,False,False,True,False
87.96,17.39,64.6,92.51,0.49,57907.73,25525.89,15122.57,2020-06-01,2020,6,1,0,23,0,False,False,True,False,False,False,False,True,False
87.86,17.19,64.6,92.43,-0.01,62478.41,30281.55,16879.31,2020-06-02,2020,6,2,1,23,0,False,True,True,False,False,False,False,False,False
87.75,17.01,64.61,92.36,0.35,68351.57,31667.14,16718.66,2020-06-03,2020,6,3,2,23,0,False,True,True,False,False,False,False,False,True
87.63,16.87,64.61,92.28,-0.39,67838.81,38130.4,16532.72,2020-06-04,2020,6,4,3,23,0,False,True,True,False,False,False,False,True,False
87.52,16.75,64.61,92.2,0.47,62202.08,25964.08,17410.69,2020-06-05,2020,6,5,4,23,0,False,False,True,False,False,False,False,True,False
87.41,16.67,64.61,92.13,0.4,86447.21,40220.55,18300.98,2020-06-06,2020,6,6,5,23,1,False,True,True,False,False,False,False,True,False
87.29,16.62,64.61,92.05,0.67,73375.35,36872.76,21191.86,2020-06-07,2020,6,7,6,23,1,False,True,True,False,False,False,False,True,False
87.18,16.61,64.62,91.97,0.54,59541.65,31408.3,16503.28,2020-06-08,2020,6,8,0,24,0,False,True,True,False,False,False,False,True,False
87.06,16.62,64.62,91.89,-0.3,51312.44,28469.9,14774.69,2020-06-09,2020,6,9,1,24,0,False,True,True,False,False,False,True,False,False
86.94,16.67,64.62,91.81,0.74,54184.08,33273.18,15958.25,2020-06-10,2020,6,10,2,24,0,False,True,True,False,False,False,False,False,True
86.82,16.75,64.62,91.73,0.46,58372.67,29323.18,17356.59,2020-06-11,2020,6,11,3,24,0,False,False,True,False,False,False,False,True,False
86.7,16.87,64.63,91.65,0.73,55821.39,34662.73,15831.71,2020-06-12,2020,6,12,4,24,0,False,True,True,False,False,False,False,True,False
86.58,17.01,64.63,91.57,0.06,69585.11,28038.67,18219.94,2020-06-13,2020,6,13,5,24,1,False,False,True,False,False,False,False,True,False
86.46,17.19,64.63,91.48,-0.61,64151.13,21660.795,20490.61,2020-06-14,2020,6,14,6,24,1,False,True,True,False,False,False,True,False,False
86.34,17.39,64.63,91.4,0.72,51999.22,15282.92,13074.0,2020-06-15,2020,6,15,0,25,0,False,False,True,False,False,False,False,True,False
86.21,17.63,64.63,91.32,0.52,55773.08,21359.58,15581.46,2020-06-16,2020,6,16,1,25,0,False,True,True,False,False,False,False,False,False
86.09,17.89,64.64,91.24,-0.29,50653.69,29068.21,15508.09,2020-06-17,2020,6,17,2,25,0,False,True,True,False,False,False,False,True,False
85.97,18.18,64.64,91.15,0.57,59188.46,24197.96,13122.85,2020-06-18,2020,6,18,3,25,0,False,True,True,False,False,False,False,True,False
85.84,18.5,64.64,91.07,0.31,60766.62,28203.16,15256.88,2020-06-19,2020,6,19,4,25,0,False,True,True,False,False,False,False,False,True
85.71,18.83,64.64,90.98,-0.04,67752.44,40784.19,20015.35,2020-06-20,2020,6,20,5,25,1,False,True,True,False,False,False,False,True,False
85.59,19.2,64.65,90.9,0.26,57523.04,40361.85,18170.37,2020-06-21,2020,6,21,6,25,1,False,True,True,False,False,False,False,True,False
85.46,19.57,64.65,90.81,-0.05,39308.71,20599.66,13423.53,2020-06-22,2020,6,22,0,26,0,False,True,True,False,False,False,False,True,False
85.33,19.97,64.65,90.73,-0.37,45106.14,15274.45,14776.28,2020-06-23,2020,6,23,1,26,0,False,True,True,False,False,False,True,False,False
85.2,20.38,64.65,90.64,-0.03,58665.25,20312.77,13761.89,2020-06-24,2020,6,24,2,26,0,False,True,True,False,False,False,False,True,False
85.08,20.815,64.65,90.56,0.47,48543.51,19788.5,14868.33,2020-06-25,2020,6,25,3,26,0,False,False,True,False,False,False,False,True,False
84.95,21.25,64.66,90.47,-0.39,47272.47,27584.9,14445.16,2020-06-26,2020,6,26,4,26,0,False,False,True,False,False,False,False,True,False
84.82,21.71,64.66,90.39,0.98,62596.51,29931.91,15910.68,2020-06-27,2020,6,27,5,26,1,False,True,True,False,False,False,True,False,False
84.69,22.17,64.66,90.3,0.56,65680.69,25160.02,17018.74,2020-06-28,2020,6,28,6,26,1,False,True,True,False,False,False,False,True,False
84.56,22.63,64.66,90.22,-0.1,43493.7,20388.13,10354.13,2020-06-29,2020,6,29,0,27,0,False,True,True,False,False,False,True,False,False
84.43,23.1,64.67,90.13,1.0,34892.3,19837.31,10532.03,2020-06-30,2020,6,30,1,27,0,False,True,True,False,False,False,False,False,False
84.3,23.57,64.82,90.04,-0.17,51696.53,29469.7,16291.03,2020-07-01,2020,7,1,2,27,0,False,True,True,False,False,False,False,False,False
84.17,24.04,64.97,89.96,0.13,115732.13,28342.94,12404.02,2020-07-02,2020,7,2,3,27,0,False,True,True,False,False,False,False,True,False
84.04,24.5,65.12,89.87,-0.65,109536.82,24293.97,15192.39,2020-07-03,2020,7,3,4,27,0,False,False,True,False,False,False,False,True,False
83.91,24.96,65.27,89.78,0.92,145386.23,30649.05,14904.3,2020-07-04,2020,7,4,5,27,1,False,True,True,False,False,False,False,False,True
83.78,25.41,65.43,89.7,0.31,81392.03,32231.95,19030.1,2020-07-05,2020,7,5,6,27,1,False,True,True,False,False,False,False,True,False
83.64,25.85,65.58,89.61,0.31,46740.5,21077.31,13020.2,2020-07-06,2020,7,6,0,28,0,False,True,True,False,False,False,False,False,True
83.51,26.28,65.73,89.53,-0.33,44929.66,20343.34,13465.57,2020-07-07,2020,7,7,1,28,0,False,True,True,False,False,False,False,True,False
83.38,26.7,65.88,89.44,0.7,52056.09,27140.58,10869.21,2020-07-08,2020,7,8,2,28,0,False,False,True,False,False,False,False,True,False
83.25,27.09,66.03,89.36,0.44,53999.19,22063.44,12854.63,2020-07-09,2020,7,9,3,28,0,False,False,True,False,False,False,True,False,False
83.12,27.47,66.19,89.27,0.33,58506.34,25922.45,15321.34,2020-07-10,2020,7,10,4,28,0,False,False,True,False,False,False,False,True,False
82.99,27.83,66.34,89.19,0.61,65243.09,30417.5,16572.725,2020-07-11,2020,7,11,5,28,1,False,False,True,False,False,False,False,True,False
82.86,28.17,66.49,89.1,0.11,55048.71,31082.25,17824.11,2020-07-12,2020,7,12,6,28,1,False,True,True,False,False,False,True,False,False
82.73,28.49,66.64,89.02,0.93,40652.37,21505.55,10563.68,2020-07-13,2020,7,13,0,29,0,False,True,True,False,False,False,False,False,False
82.61,28.77,66.8,88.93,-0.8,46221.92,19443.18,10457.22,2020-07-14,2020,7,14,1,29,0,False,True,True,False,False,False,False,True,False
82.48,29.04,66.95,88.85,0.5,48178.32,21095.9,14308.78,2020-07-15,2020,7,15,2,29,0,False,True,True,False,False,False,False,True,False
82.35,29.27,67.1,88.76,0.39,38033.47,20551.22,10086.59,2020-07-16,2020,7,16,3,29,0,False,True,True,False,False,False,False,True,False
82.22,29.48,67.25,88.68,-0.29,58918.77,23142.86,14142.4,2020-07-17,2020,7,17,4,29,0,False,True,True,False,False,False,False,True,False
82.09,29.65,67.4,88.6,0.74,57383.72,26151.33,15976.21,2020-07-18,2020,7,18,5,29,1,False,True,True,False,False,False,False,True,False
81.97,29.8,67.56,88.52,1.14,63044.81,31638.24,16277.93,2020-07-19,2020,7,19,6,29,1,False,True,True,False,False,False,True,False,False
81.84,29.91,67.71,88.43,0.32,48499.27,16532.65,10329.31,2020-07-20,2020,7,20,0,30,0,False,True,True,False,False,False,False,True,False
81.72,29.99,67.86,88.35,-0.33,46124.91,7957.09,10988.27,2020-07-21,2020,7,21,1,30,0,False,True,True,False,False,False,False,True,False
81.59,30.04,68.01,88.27,0.19,45026.33,9628.585,9463.39,2020-07-22,2020,7,22,2,30,0,False,True,True,False,False,False,True,False,False
81.47,30.06,68.17,88.19,-0.5,42326.61,11300.08,10859.41,2020-07-23,2020,7,23,3,30,0,False,False,True,False,False,False,False,True,False
81.34,30.04,68.32,88.11,0.35,39988.64,10285.74,13338.73,2020-07-24,2020,7,24,4,30,0,False,False,True,False,False,False,False,True,False
81.22,29.99,68.47,88.03,0.64,62465.25,25988.54,13839.2,2020-07-25,2020,7,25,5,30,1,False,False,True,False,False,False,False,True,False
81.1,29.91,68.62,87.95,-1.53,53855.14,21098.56,14339.67,2020-07-26,2020,7,26,6,30,1,False,True,True,False,False,False,False,False,False
80.98,29.8,68.77,87.875,0.26,45245.03,15040.98,8583.67,2020-07-27,2020,7,27,0,31,0,False,False,True,False,False,False,False,True,False
80.86,29.65,68.93,87.8,0.65,36634.92,14218.04,8476.44,2020-07-28,2020,7,28,1,31,0,False,False,True,False,False,False,False,False,False
80.74,29.48,69.08,87.72,-0.48,37845.22,18256.03,11024.91,2020-07-29,2020,7,29,2,31,0,False,True,True,False,False,False,False,True,False
80.62,29.27,69.23,87.64,0.13,39055.52,22073.7,10830.33,2020-07-30,2020,7,30,3,31,0,False,True,True,False,False,False,False,False,True
80.5,29.04,69.23,87.57,0.85,48365.43,23567.96,7865.08,2020-07-31,2020,7,31,4,31,0,False,True,True,False,False,False,False,False,True
80.39,28.77,69.24,87.49,0.86,47133.06,25059.615,14175.14,2020-08-01,2020,8,1,5,31,1,False,True,True,False,False,False,False,True,False
80.27,28.47,69.24,87.42,0.4,57165.02,26551.27,14123.47,2020-08-02,2020,8,2,6,31,1,False,True,True,False,False,False,False,True,False
80.16,28.17,69.24,87.35,-0.02,28340.77,16495.6,9360.22,2020-08-03,2020,8,3,0,32,0,False,True,True,False,False,False,False,False,True
80.05,27.83,69.24,87.27,0.18,32514.55,19119.09,7821.22,2020-08-04,2020,8,4,1,32,0,False,True,True,False,False,False,False,False,False
79.94,27.47,69.24,87.2,0.45,41929.32,18484.22,10449.0,2020-08-05,2020,8,5,2,32,0,False,True,True,False,False,False,False,True,False
79.83,27.09,69.25,87.13,-0.68,31538.45,16293.21,8565.81,2020-08-06,2020,8,6,3,32,0,False,False,True,False,False,False,False,True,False
79.72,26.7,69.25,87.06,0.27,31522.01,17917.46,8623.61,2020-08-07,2020,8,7,4,32,0,False,True,True,False,False,False,False,True,False
79.61,26.28,69.25,86.99,0.12,49276.37,25307.79,13680.61,2020-08-08,2020,8,8,5,32,1,False,False,True,False,False,False,False,False,True
79.5,25.85,69.25,86.92,-0.32,48695.01,24030.73,9687.32,2020-08-09,2020,8,9,6,32,1,False,True,True,False,False,False,True,False,False
79.4,25.405,69.25,86.86,-0.53,25782.73,12604.29,5694.03,2020-08-10,2020,8,10,0,33,0,False,False,True,False,False,False,False,False,False
79.29,24.96,69.26,86.79,0.08,30660.16,13021.86,6496.9,2020-08-11,2020,8,11,1,33,0,False,True,True,False,False,False,False,True,False
79.19,24.5,69.26,86.72,-0.15,36031.63,15647.3,9664.2,2020-08-12,2020,8,12,2,33,0,False,True,True,False,False,False,False,True,False
79.09,24.04,69.26,86.66,0.55,31549.03,17990.29,9685.45,2020-08-13,2020,8,13,3,33,0,False,True,True,False,False,False,True,False,False
78.99,23.57,69.26,86.6,0.86,37341.83,16609.33,9464.62,2020-08-14,2020,8,14,4,33,0,False,True,True,False,False,False,False,True,False
78.89,23.1,69.27,86.53,-0.11,56252.38,20633.37,11794.27,2020-08-15,2020,8,15,5,33,1,False,True,True,False,False,False,False,True,False
78.8,22.63,69.27,86.47,0.48,48666.43,19839.31,11948.69,2020-08-16,2020,8,16,6,33,1,False,False,True,False,False,False,False,True,False
78.7,22.17,69.27,86.41,0.41,32738.67,11498.96,6967.29,2020-08-17,2020,8,17,0,34,0,False,True,True,False,False,False,True,False,False
78.61,21.71,69.27,86.35,-0.47,23374.25,12604.8,7518.93,2020-08-18,2020,8,18,1,34,0,False,True,True,False,False,False,False,True,False
78.52,21.25,69.27,86.29,0.9,32015.17,11563.33,9782.37,2020-08-19,2020,8,19,2,34,0,False,True,True,False,False,False,False,False,True
78.43,20.81,69.28,86.23500000000001,-0.42,42486.11,15189.61,9161.395,2020-08-20,2020,8,20,3,34,0,False,True,True,False,False,False,True,False,False
78.34,20.38,69.28,86.18,1.08,51798.37,16776.74,8540.42,2020-08-21,2020,8,21,4,34,0,False,True,True,False,False,False,True,False,False
78.25,19.97,69.28,86.13,0.16,62627.56,19359.54,11535.82,2020-08-22,2020,8,22,5,34,1,False,False,True,False,False,False,False,False,False
78.17,19.57,69.28,86.07,0.45,40255.22,20019.33,10981.18,2020-08-23,2020,8,23,6,34,1,False,False,True,False,False,False,False,True,False
78.09,19.19,69.29,86.02,-0.43,29159.27,12196.24,7467.85,2020-08-24,2020,8,24,0,35,0,False,True,True,False,False,False,True,False,False
78.01,18.83,69.29,85.97,0.13,23696.2,11109.11,6162.73,2020-08-25,2020,8,25,1,35,0,False,True,True,False,False,False,False,True,False
77.93,18.5,69.29,85.92,-0.35,37667.54,13926.9,8569.92,2020-08-26,2020,8,26,2,35,0,False,True,True,False,False,False,False,True,False
77.85,18.18,69.29,85.87,0.58,29343.15,15682.39,7099.49,2020-08-27,2020,8,27,3,35,0,False,True,True,False,False,False,False,True,False
77.77,17.89,69.29,85.82,0.63,32361.2,16888.11,6858.88,2020-08-28,2020,8,28,4,35,0,False,True,True,False,False,False,False,True,False
77.7,17.63,69.3,85.77,0.58,41563.27,19419.1,8935.69,2020-08-29,2020,8,29,5,35,1,False,False,True,False,False,False,False,False,False
77.63,17.39,69.3,85.73,-0.86,50517.76,17031.77,11012.5,2020-08-30,2020,8,30,6,35,1,False,True,True,False,False,False,False,True,False
77.56,17.19,69.3,85.68,0.83,24006.64,12204.92,6094.44,2020-08-31,2020,8,31,0,36,0,False,True,True,False,False,False,False,True,False
77.49,17.01,69.305,85.64,0.15,30877.95,17855.39,9952.36,2020-09-01,2020,9,1,1,36,0,False,False,True,False,False,False,False,False,True
77.43,16.87,69.31,85.6,0.26,37749.26,21505.55,12284.93,2020-09-02,2020,9,2,2,36,0,False,True,True,False,False,False,False,True,False
77.36,16.770000000000003,69.31,85.56,0.23,39769.66,19336.97,10109.73,2020-09-03,2020,9,3,3,36,0,False,False,True,False,False,False,False,True,False
77.3,16.67,69.31,85.52,-0.24,48627.83,20577.75,10744.165,2020-09-04,2020,9,4,4,36,0,False,False,True,False,False,False,False,False,True
77.24,16.62,69.31,85.48,-0.94,55666.4,27329.95,11378.6,2020-09-05,2020,9,5,5,36,1,False,True,True,False,False,False,False,False,False
77.19,16.61,69.31,85.45,-0.91,55444.06,26485.95666666667,13340.91,2020-09-06,2020,9,6,6,36,1,False,True,True,False,False,False,True,False,False
77.13,16.62,69.32,85.41,-0.45,37757.4,25641.963333333333,9756.03,2020-09-07,2020,9,7,0,37,0,False,True,True,False,False,False,False,False,False
77.08,16.67,69.32,85.38,0.3,34047.1,24797.97,7643.38,2020-09-08,2020,9,8,1,37,0,False,False,True,False,False,False,False,False,False
77.03,16.75,69.32,85.35,0.24,40845.28,23953.97666666667,10198.94,2020-09-09,2020,9,9,2,37,0,False,True,True,False,False,False,False,True,False
76.98,16.87,69.32,85.32,0.61,37716.52,23109.983333333334,9297.05,2020-09-10,2020,9,10,3,37,0,False,False,True,False,False,False,True,False,False
76.93,17.01,69.33,85.29,0.19,38311.98,22265.99,10620.25,2020-09-11,2020,9,11,4,37,0,False,False,True,False,False,False,False,True,False
76.89,17.19,69.33,85.26,0.12,27791.96,24795.58,15344.95,2020-09-12,2020,9,12,5,37,1,False,True,True,False,False,False,False,True,False
76.84,17.39,69.33,85.23,0.14,26855.46,23296.24,11845.25,2020-09-13,2020,9,13,6,37,1,False,False,True,False,False,False,False,True,False
76.8,17.63,69.33,85.21,0.36,38725.915,16623.74,8463.62,2020-09-14,2020,9,14,0,38,0,False,False,True,False,False,False,False,False,True
76.77,17.89,69.33,85.18,0.6,50596.37,17281.1,9607.69,2020-09-15,2020,9,15,1,38,0,False,False,True,False,False,False,True,False,False
76.73,18.18,69.34,85.16,0.38,44800.36,18783.87,10445.38,2020-09-16,2020,9,16,2,38,0,False,True,True,False,False,False,False,True,False
76.7,18.5,69.34,85.14,0.1,40534.11,21164.17,11090.81,2020-09-17,2020,9,17,3,38,0,False,True,True,False,False,False,False,True,False
76.67,18.83,69.34,85.12,0.54,40428.72,21520.49,11018.03,2020-09-18,2020,9,18,4,38,0,False,False,True,False,False,False,False,True,False
76.64,19.19,69.34,85.1,0.42,51516.65,25080.88,14412.62,2020-09-19,2020,9,19,5,38,1,False,True,True,False,False,False,True,False,False
76.61,19.57,69.34,85.09,0.75,50866.6,22926.82,12151.2475,2020-09-20,2020,9,20,6,38,1,False,False,True,False,False,False,False,True,False
76.59,19.97,69.35,85.07,0.28,32685.5,18224.18,9889.875,2020-09-21,2020,9,21,0,39,0,False,False,True,False,False,False,False,False,False
76.57,20.38,69.35,85.06,0.65,28224.08,14325.47,7628.5025,2020-09-22,2020,9,22,1,39,0,False,True,True,False,False,False,False,True,False
76.55,20.81,69.35,85.04,-1.01,39228.57,15267.36,5367.13,2020-09-23,2020,9,23,2,39,0,False,False,True,False,False,False,True,False,False
76.53,21.25,69.35,85.03,0.1,38955.62,18364.81,5192.1,2020-09-24,2020,9,24,3,39,0,False,True,True,False,False,False,False,True,False
76.51,21.71,69.36,85.02,-0.39,36096.17,21291.08,8891.27,2020-09-25,2020,9,25,4,39,0,False,False,True,False,False,False,True,False,False
76.5,22.17,69.36,85.02,0.7,55484.22,23736.41,11803.47,2020-09-26,2020,9,26,5,39,1,False,False,True,False,False,False,False,False,False
76.49,22.63,69.36,85.01,0.44,54907.07,14640.3,11004.15,2020-09-27,2020,9,27,6,39,1,False,True,True,False,False,False,False,True,False
76.48,23.1,69.36,85.01,0.3,34923.26,8112.44,7192.74,2020-09-28,2020,9,28,0,40,0,False,False,True,False,False,False,False,False,True
76.48,23.57,69.36,85.0,0.8,32598.0,8635.11,7452.23,2020-09-29,2020,9,29,1,40,0,False,False,True,False,False,False,False,True,False
76.48,24.04,69.37,85.0,-0.32,30486.61,12769.62,8879.3,2020-09-30,2020,9,30,2,40,0,False,False,True,False,False,False,False,False,False
76.47,24.5,69.37,85.0,-0.44,31534.92,16952.55,9520.58,2020-10-01,2020,10,1,3,40,0,False,True,True,False,False,False,False,True,False
76.48,24.96,69.37,85.0,-0.05,40061.38,22469.51,11099.6,2020-10-02,2020,10,2,4,40,0,False,True,True,False,False,False,True,False,False
76.48,25.41,69.37,85.0,0.53,54265.8,24854.22,14080.14,2020-10-03,2020,10,3,5,40,1,False,True,True,False,False,False,False,True,False
76.49,25.85,69.38,85.01,-0.46,60515.71,17484.3,12843.79,2020-10-04,2020,10,4,6,40,1,False,True,True,False,False,False,False,True,False
76.5,26.28,69.38,85.01,0.12,27570.51,17259.61,7887.02,2020-10-05,2020,10,5,0,41,0,False,True,True,False,False,False,False,True,False
76.51,26.7,69.38,85.02,-0.15,31507.86,27416.55,7022.88,2020-10-06,2020,10,6,1,41,0,False,True,True,False,False,False,False,True,False
76.52,27.09,69.38,85.03,-0.29,38392.51,38019.58,9197.22,2020-10-07,2020,10,7,2,41,0,False,False,True,False,False,False,False,False,False
76.54,27.47,69.38,85.04,-0.48,37691.75,36359.82,8470.63,2020-10-08,2020,10,8,3,41,0,False,True,True,False,False,False,True,False,False
76.55,27.83,69.39,85.05000000000001,-0.02,46270.6,16665.49,10287.82,2020-10-09,2020,10,9,4,41,0,False,True,True,False,False,False,False,True,False
76.58,28.17,69.39,85.06,-0.16,44815.21,24739.4,14152.3,2020-10-10,2020,10,10,5,41,1,False,True,True,False,False,False,False,False,True
76.6,28.49,69.39,85.08,0.08,48031.32,22123.79,10679.9,2020-10-11,2020,10,11,6,41,1,False,False,True,False,False,False,False,True,False
76.62,28.77,69.39,85.09,-0.0,32302.19,11784.22,8397.15,2020-10-12,2020,10,12,0,42,0,False,True,True,False,False,False,False,True,False
76.65,29.04,69.4,85.11,-0.31,32543.73,15315.31,7085.52,2020-10-13,2020,10,13,1,42,0,False,True,True,False,False,False,False,False,True
76.68,29.27,69.4,85.13,0.43,33724.51,19858.82,7978.0,2020-10-14,2020,10,14,2,42,0,False,True,True,False,False,False,False,False,False
76.71,29.48,69.4,85.15,-0.56,33327.64,16874.91,9486.9,2020-10-15,2020,10,15,3,42,0,False,False,True,False,False,False,True,False,False
76.75,29.65,69.4,85.17,-0.52,39835.72,15266.2,9230.63,2020-10-16,2020,10,16,4,42,0,False,False,True,False,False,False,False,True,False
76.79,29.8,69.4,85.19,-0.39,36761.58,20731.27,12506.77,2020-10-17,2020,10,17,5,42,1,False,False,True,False,False,False,False,True,False
76.82,29.91,69.41,85.22,0.18,53800.98,25348.31,13358.24,2020-10-18,2020,10,18,6,42,1,False,True,True,False,False,False,False,True,False
76.87,29.99,69.41,85.24,0.05,30773.88,14745.31,7587.55,2020-10-19,2020,10,19,0,43,0,False,False,True,False,False,False,False,False,False
76.91,30.04,69.41,85.27,0.57,25694.68,15535.96,7607.84,2020-10-20,2020,10,20,1,43,0,False,False,True,False,False,False,False,True,False
76.96,30.06,69.41,85.3,-0.41,38977.81,16613.21,8084.34,2020-10-21,2020,10,21,2,43,0,False,True,True,False,False,False,False,False,True
77.0,30.04,69.41,85.33,0.41,35429.2,19583.15,9140.54,2020-10-22,2020,10,22,3,43,0,False,True,True,False,False,False,False,True,False
77.06,29.99,69.42,85.36,-0.23,41419.39,17700.31,12512.8,2020-10-23,2020,10,23,4,43,0,False,True,True,False,False,False,False,True,False
77.11,29.91,69.42,85.4,0.41,45844.85,27011.76,9959.32,2020-10-24,2020,10,24,5,43,1,False,False,True,False,False,False,False,True,False
77.16,29.8,69.42,85.43,-0.22,52021.28,25504.8,8488.84,2020-10-25,2020,10,25,6,43,1,False,True,True,False,False,False,False,True,False
77.22,29.65,69.42,85.46,1.82,28722.06,16699.05,6606.6,2020-10-26,2020,10,26,0,44,0,False,False,True,False,False,False,True,False,False
77.28,29.48,69.43,85.5,0.07,38358.77,18384.56,9595.43,2020-10-27,2020,10,27,1,44,0,False,True,True,False,False,False,False,True,False
77.34,29.27,69.43,85.54,0.64,39541.36,18588.51,9408.81,2020-10-28,2020,10,28,2,44,0,False,True,True,False,False,False,False,True,False
77.41,29.04,69.43,85.58,0.43,40723.95,20486.35,9372.55,2020-10-29,2020,10,29,3,44,0,False,True,True,False,False,False,True,False,False
74.14,28.77,69.43,85.62,0.48,5854.06,7816.05,5305.44,2020-10-30,2020,10,30,4,44,0,False,False,True,False,False,False,False,True,False
70.88,28.49,69.43,85.66,-1.15,13256.835,15359.63,9513.21,2020-10-31,2020,10,31,5,44,1,False,True,True,False,False,False,False,False,False
67.61,28.17,69.44,85.71,-0.03,20659.61,13630.35,9963.43,2020-11-01,2020,11,1,6,44,1,False,True,True,False,False,False,False,True,False
64.35,27.83,69.44,85.75,0.87,0.0,3077.68,3110.46,2020-11-02,2020,11,2,0,45,0,False,False,True,False,False,False,False,True,False
61.08,27.47,69.44,85.8,-0.06,0.0,2499.69,2127.63,2020-11-03,2020,11,3,1,45,0,False,False,True,False,False,False,False,True,False
57.81,27.09,69.44,85.84,0.47,2719.7,7173.97,5083.1,2020-11-04,2020,11,4,2,45,0,False,True,True,False,False,False,False,True,False
54.54,26.7,69.45,85.89,-0.03,11.12,5188.29,3715.75,2020-11-05,2020,11,5,3,45,0,False,False,True,False,False,False,False,False,True
54.59,26.275,69.45,85.94,0.3,5874.19,7909.15,5458.85,2020-11-06,2020,11,6,4,45,0,False,True,True,False,False,False,False,False,False
54.65,25.85,69.45,85.99,0.51,16347.76,11564.44,9213.08,2020-11-07,2020,11,7,5,45,1,False,True,True,False,False,False,False,False,True
54.71,25.41,69.45,86.05,0.69,14780.21,13170.05,8932.91,2020-11-08,2020,11,8,6,45,1,False,True,True,False,False,False,False,False,False
54.77,24.96,69.45,86.1,-0.17,0.0,3324.6,3176.0,2020-11-09,2020,11,9,0,46,0,False,False,True,False,False,False,False,True,False
54.83,24.5,69.46,86.15,0.79,0.0,4611.01,3261.58,2020-11-10,2020,11,10,1,46,0,False,True,True,False,False,False,False,False,False
54.9,24.04,69.46,86.21,-0.39,4186.69,7284.56,5105.08,2020-11-11,2020,11,11,2,46,0,False,True,True,False,False,False,True,False,False
54.96,23.57,69.46,86.27,0.19,4694.3,8742.85,5147.49,2020-11-12,2020,11,12,3,46,0,False,True,True,False,False,False,False,True,False
55.03,23.1,69.46,86.32,-0.11,9223.17,9922.2,5584.26,2020-11-13,2020,11,13,4,46,0,False,True,True,False,False,False,False,True,False
55.09,22.63,69.47,86.38,1.37,17892.91,16723.05,8883.83,2020-11-14,2020,11,14,5,46,1,False,True,True,False,False,False,False,True,False
55.16,22.17,69.47,86.44,0.11,18730.41,11213.635,7766.89,2020-11-15,2020,11,15,6,46,1,False,True,True,False,False,False,True,False,False
55.23,21.71,69.47,86.5,0.45,1561.61,5704.22,4608.09,2020-11-16,2020,11,16,0,47,0,False,True,True,False,False,False,False,True,False
55.3,21.25,69.47,86.56,0.55,0.0,3939.89,3081.33,2020-11-17,2020,11,17,1,47,0,False,False,True,False,False,False,False,True,False
55.38,20.81,69.47,86.63,-0.26,5897.51,7115.32,5013.24,2020-11-18,2020,11,18,2,47,0,False,False,True,False,False,False,False,False,False
55.45,20.38,69.48,86.69,0.08,5938.45,7323.48,4430.64,2020-11-19,2020,11,19,3,47,0,False,False,True,False,False,False,False,True,False
55.52,19.97,69.48,86.76,-0.52,8059.93,10015.82,6640.26,2020-11-20,2020,11,20,4,47,0,False,False,True,False,False,False,False,True,False
